Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
1,Kab. Jayawijaya,20685334550,23098153501,111.66,20292846663,12423556692,61.22,4273559900,4273559900,100,29040698433.24,48633060830.66,167.47,74292439546.24,88428330923.66,119.03,8063359000,8612388000,106.81,738835831000,691842003615,93.64,187910595000,163237253995,86.87,0,0,0,934809785000,863691645610,92.39,0,0,0,244803777000,244803777000,100,0,0,0,260162060000,197637977200,75.97,504965837000,442441754200,87.62,1439775622000,1306133399810,90.72,22611371556,11217306716,49.61,0,0,0,22611371556,11217306716,49.61,1462386993556,1317350706526,90.08,0,0,0,0,0,0,15146131179,9878246750,65.22,15146131179,9878246750,65.22,1551825564281.24,1415657284199.66,91.23,,407010678461.24,395515525456,97.18,529967204064,438672878517.38,82.77,0,0,0,0,0,0,145827093293,133419204610,91.49,12340250000,12192098000,98.8,1095145225818.24,979799706583.38,89.47,1733825023,1733825023,100,36903935516,33337115801,90.33,63268977048,58214818196,92.01,69400087299,44573070406.75,64.23,1527824195,376744000,24.66,7000000,7000000,100,172841649081,138242573426.75,79.98221155710242,16060538940.04,13284513349,82.72,2026118976,2026118976,100,336747386900,326931301200,97.09,338773505876,328957420176,97.10246358415262,1622820919715.28,1460284213535.13,89.98431039398562,,71645355434.04,71645355434.04,100,0,0,0,71645355434.04,71645355434.04,100,,649999999.9999542,27018426098.570023,,1623470919715.28,1487302639633.7,91.61252114663927,1622820919715.28,1460284213535.13,89.98431039398562,,19 Desember
2,Kab. Lanny Jaya,4000000000,1907295582,47.68,20000000,0,0,1219205723,1219205723,100,9737940734,9558634424,98.16,14977146457,12685135729,84.7,4567025000,3091304000,67.69,655264165000,625534914707,95.46,122170241000,104153501089,85.25,0,0,0,782001431000,732779719796,93.71,0,0,0,202842227000,152131670250,75,0,0,0,304670202000,155191283592,50.94,507512429000,307322953842,60.55,1289513860000,1040102673638,80.66,13173233241,10792069346,81.92,0,0,0,13173233241,10792069346,81.92,1302687093241,1050894742984,80.67,0,0,0,0,0,0,8000000000,8000000000,100,8000000000,8000000000,100,1325664239698,1071579878713,80.83,,312010103186,294805023570,94.49,427799127458,391662937121.2,91.55,6000000000,5284318639,88.07,0,0,0,34345494265,33345494265,97.09,72159557378,69024680600,95.66,852314282287,794122454195.2,93.17,5250000000,5200000000,99.05,25533571125,20784275200,81.4,40203160667,38991377600,96.99,30003806786,25440183000,84.79,211086600,211086600,100,1125000000,1124700000,99.97,102326625178,91751622400,89.66544361293603,9000000000,9000000000,100,0,0,0,374170202000,191191283592,51.1,374170202000,191191283592,51.097410368343546,1337811109465,1086065360187.2,81.1822650076157,,12146869767,12146869767,100,0,0,0,12146869767,12146869767,100,,0,-2338611707.199951,,1337811109465,1083726748480,81.00745619562016,1337811109465,1086065360187.2,81.1822650076157,,12 Desember
3,Kab. Mamberamo Tengah,500000000,114219222,22.84,69000000,0,0,390017942,505238852,129.54,15436106311,16646621454,107.84,16395124253,17266079528,105.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853287011000,807601540721,94.65,0,0,0,0,0,0,5389142677,3856623013,71.56,858676153677,811458163734,94.5,0,0,0,0,0,0,0,0,0,0,0,0,875071277930,828724243262,94.7,,255921720857.85,227752047116,88.99,351115943449.96,350119478162,99.72,0,0,0,0,0,0,28079436110,16075854783,57.25,49316029608,48157433250,97.65,684433130025.81,642104813311,93.82,690000000,690000000,100,27433720548,26776242969,97.6,51315703814.19,50051798901,97.54,31501447578,31257506110,99.23,1327688581,1324580000,99.77,718048000,200000000,27.85,112986608521.19,110300127980,97.62230181403652,19800000000,19775000000,99.87,0,0,0,113577773300,99170442500,87.32,113577773300,99170442500,87.31500857835536,930797511847,871350383791,93.61331253045167,,55726233917,55726233917,100,0,0,0,55726233917,55726233917,100,,0,13100093388,,930797511847,884450477179,95.02071781691458,930797511847,871350383791,93.61331253045167,,19 Desember
4,Kab. Nduga,70000000,318655491,455.22,100000000,193063000,193.06,1400000000,1625445070,116.1,31686948340,31180846916,98.4,33256948340,33318010477,100.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077014812000,807932819114,75.02,0,0,0,0,0,0,8518709017,5033857407,59.09,1085533521017,812966676521,74.89,0,0,0,0,0,0,0,0,0,0,0,0,1118790469357,846284686998,75.64,,217078110020.65,145778912826,67.16,397454639265,335522815673,84.42,3540057478,1954923772,55.22,9694667800,5693777400,58.73,5258383011,4559000017,86.7,38483808486,32542859150,84.56,671509666060.65,526052288838,78.34,0,0,0,24730246708,10011131752,40.48,44530499591,14504266600,32.57,23080062397,15457296250,66.97,0,0,0,0,0,0,92340808696,39972694602,43.28822236503927,47500000000,47382965000,99.75,0,0,0,288461885800,153610604400,53.25,288461885800,153610604400,53.251612071378894,1099812360556.65,767018552840,69.74085583578889,,15845193628.65,0,0,34823302429,449309468,1.29,-18978108800.35,-449309468,2.367514449025151,,9.918212890625e-05,78816824690,,1134635662985.65,846284686998,74.58646987801434,1134635662985.65,767467862308,67.64002642826382,,2025-11-28 00:00:00
5,Kab. Pegunungan Bintang,100000000,10501000,10.5,1250000000,1310404000,104.83,6068718407,6068718407,100,5600000000,5945903524,106.18,13018718407,13335526931,102.43,7097669000,4023767000,56.69,745433169120,729237936374,97.83,148524961625,136702430155,92.04,0,0,0,901055799745,869964133529,96.55,0,0,0,267115455000,267115455000,100,0,0,0,237691526000,160723901744,67.62,504806981000,427839356744,84.75,1405862780745,1297803490273,92.31,5995744910,1260068693,21.02,0,0,0,5995744910,1260068693,21.02,1411858525655,1299063558966,92.01,0,0,0,0,0,0,0,0,0,0,0,0,1424877244062,1312399085897,92.11,,411505819774.49,304738812863,74.05,491869335963,444485511954,90.37,0,0,0,0,0,0,59255773280,57160796396,96.46,132000000,132000000,100,962762929017.49,806517121213,83.77,0,0,0,20690702970,12120585920,58.58,100492030330,82849049829.6,82.44,28874208800,19596114094,67.87,2251580000,1199770000,53.29,5074200000,3864705000,76.16,157382722100,119630224843.6,76.01229871191813,9500000000,9452500000,99.5,0,0,0,319771868200,242804243944,75.93,319771868200,242804243944,75.9304579576522,1449417519317.49,1178404090000.6,81.30190744179039,,27260275255.49,27260275255.49,100,2720000000,2720000000,100,24540275255.49,24540275255.49,100,,0,158535271151.8899,,1452137519317.49,1339659361152.49,92.25430397130259,1452137519317.49,1181124090000.6,81.33693085457449,,12 Desember
6,Kab. Tolikara,2744466578,1611814244,58.73,1588230000,957920525,60.31,3721503549,3721503549,100,10021177575,10263233882,102.42,18075377702,16554472200,91.59,5390392446,4265615946,79.13,724767499000,714411616391,98.57,21335722000,21251034000,99.6,93329002209,90613384249,97.09,844822615655,830541650586,98.31,0,0,0,285121688000,285121699000,100,0,0,0,421499494000,249351829600,59.16,706621182000,534473528600,75.64,1551443797655,1365015179186,87.98,12345454937,9404541415,76.18,0,0,0,12345454937,9404541415,76.18,1563789252592,1374419720601,87.89,0,0,0,0,0,0,12408187191,0,0,12408187191,0,0,1594272817485,1390974192801,87.25,,342244739861,315139992025,92.08,523002159705,424482196272,81.16,0,0,0,9800000000,9800000000,100,60220631729,51411802680,85.37,6111766000,936190000,15.32,941379297295,801770180977,85.17,9531668800,7620000000,79.94,26695721457,18957164613,71.01,123619419488,88826040500,71.85,66381606244,34109483367,51.38,245460000,72900000,29.7,0,0,0,226473875989,149585588480,66.0498204602042,0,0,0,0,0,0,494838554000,304853298362,61.61,494838554000,304853298362,61.60661813792302,1662691727284,1256209067819,75.55273459326175,,73638909799,73638909799,100,5220000000,5220000000,100,68418909799,68418909799,100,,0,203184034781,,1667911727284,1464613102600,87.81118800483236,1667911727284,1261429067819,75.62924627150925,,12 Desember
7,Kab. Yalimo,3250000000,2339872282.02,72,0,0,0,692021168,692021168,100,30312842976.52,3187489584.01,10.52,34254864144.52,6219383034.03,18.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086067716000,734402124749,67.62,9353933396,8181805516,87.47,0,0,0,9353933396,8181805516,87.47,1095421649396,742583930265,67.79,0,0,0,0,0,0,4535434543,0,0,4535434543,0,0,1134211948083.52,748803313299.03,66.02,,280765966457.02,218338237512.65,77.77,392483690286.14,303851129171,77.42,0,0,0,0,0,0,23616644792,19887911123,84.21,1600000000,1600000000,100,698466301535.16,543677277806.65,77.84,0,0,0,34160673052,24292003000,71.11,92731705621.08,74191107025,80.01,75888176659.38,42041132475,55.4,1276170900,1238950000,97.08,255645000,255645000,100,204312371232.46002,142018837500,69.51064032163552,1500000000,1500000000,100,0,0,0,287860712100,34250000000,11.9,287860712100,34250000000,11.89811549833931,1192139384867.62,721446115306.65,60.51692649905718,,57927436784.1,57927436784.1,100,0,0,0,57927436784.1,57927436784.1,100,,-9.918212890625e-05,85284634776.48001,,1192139384867.62,806730750083.13,67.6708412055955,1192139384867.62,721446115306.65,60.51692649905718,,2025-11-30 00:00:00
8,Kab. Yahukimo,10993543171,4398724140,40.01,9650000000,460030000,4.77,2983812272,1263584811,42.35,16372644557,7990805639,48.81,40000000000,14113144590,35.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854785195922,1570872393361,84.69,0,0,0,0,0,0,21097621370,12303135755,58.32,1875882817292,1583175529116,84.4,0,0,0,0,0,0,5258000000,3329580000,63.32,5258000000,3329580000,63.32,1921140817292,1600618253706,83.32,,416623174386,380456297387,91.32,589808216986,557542221697,94.53,12375000000,10277503473,83.05,0,0,0,134775000000,131245514000,97.38,5160000000,4946000000,95.85,1158741391372,1084467536557,93.59,2458452000,1510450000,61.44,22930383300,13250709100,57.79,105838985716,75384369100,71.23,49859724500,38770519150,77.76,183250000,83250000,45.43,0,0,0,181270795516,128999297350,71.16386121812643,4500000000,4456836000,99.04,0,0,0,527080167290,317479355672,60.23,527080167290,317479355672,60.23359924626467,1871592354178,1535403025579,82.0372567857249,,451536886,451536886,100,50000000000,49000000000,98,-49548463114,-48548463114,97.98177392969944,,0,16666765013,,1921592354178,1601069790592,83.31995009820332,1921592354178,1584403025579,82.45260875097313,,05 Desember
XXXVIII,Prov. Papua Selatan,130993681252,151588161992,115.72,0,46590000,0,0,0,0,0,16994337934.76,0,130993681252,168629089926.76,128.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228572765277,1164660117082,94.8,0,0,0,0,0,0,0,0,0,1228572765277,1164660117082,94.8,20000000000,5446494000,27.23,0,0,0,0,0,0,20000000000,5446494000,27.23,1379566446529,1338735701008.76,97.04,,345899785062.61,260345789373,75.27,796098308927.35,559762491046,70.31,0,0,0,0,0,0,12327050000,53996197103,438.03,0,2500000000,0,1154325143989.96,876604477522,75.94,0,0,0,32604704960,19699948919,60.42,1848850000,142247161,7.69,236988465000,115202878382,48.61,50000000,0,0,964066700,298000000,30.91,272456086660,135343074462,49.67518843904399,6127587297,5224661600,85.26,65962765306,79044940851,119.83,74868867390.04,11200000000,14.96,140831632696.03998,90244940851,64.08002174183243,1573740450643,1107417154435,70.36847492752256,,194174004114,408525193618.63,210.39,0,0,0,194174004114,408525193618.63,210.39129078204718,,0,639843740192.39,,1573740450643,1747260894627.3901,111.0259886827903,1573740450643,1107417154435,70.36847492752256,,05 Desember
1,Kab. Asmat,4588445163,7606968724,165.79,14539557921,16632822635,114.4,4291604145,4291604145,100,14712235092,7618603667,51.78,38131842321,36149999171,94.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610634871000,1466374496797,91.04,0,0,0,0,0,0,12844856501,17101375664,133.14,1623479727501,1483475872461,91.38,200000000,116826000,58.41,0,0,0,6010933578,6266270618,104.25,6210933578,6383096618,102.77,1667822503400,1526008968250,91.5,,489483454341.19,378744450523.38,77.38,660007119749.66,482640682758.79,73.13,0,0,0,0,0,0,71389464425,54495673496,76.34,87845343804.37,72755876527,82.82,1308725382320.22,988636683305.17,75.54,1223162500,1187500000,97.08,40704068542,22781583473.74,55.97,77747067832.83,61203129593,78.72,78740136281.46,46683587994,59.29,2431652700,2108466100.57,86.71,0,0,0,200846087856.29,133964267161.31001,66.69996343526718,6358660870.79,5179684919,81.46,0,0,0,309655819100,196296764940,63.39,309655819100,196296764940,63.39191865036713,1825585950147.3,1324077400325.48,72.52889956885595,,187763446747.3,187763446747.3,100,30000000000,0,0,157763446747.3,187763446747.3,119.01581172225082,,0,389695014671.82,,1855585950147.3,1713772414997.3,92.35747958003549,1855585950147.3,1324077400325.48,71.35629584931769,,19 Desember
2,Kab. Boven Digoel,7964418865,6124226325,76.89,11103478274,9681256810,87.19,2942801489,3326968577,113.05,8071206665,4257706456,52.75,30081905293,23390158168,77.75,22954084000,16723485200,72.86,683950753000,555980374116,81.29,115450962716,33483735711,29,0,0,0,822355799716,606187595027,73.71,13786988000,13786988000,100,182740827000,137055620250,75,0,0,0,113427169000,52641028600,46.41,309954984000,203483636850,65.65,1132310783716,809671231877,71.51,8169172118,18421383001,225.5,0,0,0,8169172118,18421383001,225.5,1140479955834,828092614878,72.61,8700000000,8700000000,100,0,0,0,3235216057,0,0,11935216057,8700000000,72.89,1182497077184,860182773046,72.74,,367155735557.93,232233363166.19,63.25,478548972638,288001717647,60.18,0,0,0,0,0,0,42125000000,41050910000,97.45,24694815143,17633500000,71.41,912524523338.93,578919490813.19,63.44,4508500000,4501000000,99.83,31259730653,19607135651,62.72,73664761744,25380513006,34.45,45434324916,10416156500,22.93,27560000,27560000,100,0,0,0,154894877313,59932365157,38.69228356460953,5840400808.07,700000000,11.99,0,0,0,184117652698,109193415560,59.31,184117652698,109193415560,59.306326123495126,1257377454158,748745271530.19,59.54817060335995,,74880376974,0,0,0,0,0,74880376974,0,0,,0,111437501515.81006,,1257377454158,860182773046,68.41086343655012,1257377454158,748745271530.19,59.54817060335995,,2025-11-28 00:00:00
3,Kab. Mappi,2560765948,2750414887,107.41,1001847615,1025332934,102.34,3890444822,3890444822,100,13693970570,17628434249,128.73,21147028955,25294626892,119.61,20113362600,14652582298,72.85,694179027000,609344331000,87.78,192327781920,45307052251,23.56,0,0,0,906620171520,669303965549,73.82,14315743000,14315743000,100,266750911000,200063183250,75,0,0,0,167737079000,84604557654,50.44,448803733000,298983483904,66.62,1355423904520,968287449453,71.44,18554572268,8359217815,45.05,0,0,0,18554572268,8359217815,45.05,1373978476788,976646667268,71.08,0,0,0,0,0,0,18640587068,12803833600,68.69,18640587068,12803833600,68.69,1413766092811,1014745127760,71.78,,434269772665.82,286460033626.03,65.96,467951042389.25,226860853326.99,48.48,0,0,0,0,0,0,40644002818.84,21273634415.57,52.34,9292807280,5757348094,61.95,952157625153.91,540351869462.59,56.75,0,0,0,40083652347,11066922755,27.61,104463892227,33462197555,32.03,94633911546,36337689480.24,38.4,813269000,150000000,18.44,20370800,0,0,240015095920,81016809790.23999,33.75488090850914,13360172405.19,1780592974,13.33,0,0,0,238906787505,137628741481,57.61,238906787505,137628741481,57.60771509186176,1444439680984.1,760778013707.8301,52.669420795024834,,31673588173.1,0,0,1000000000,0,0,30673588173.1,0,0,,-9.918212890625e-05,253967114052.16992,,1445439680984.1,1014745127760,70.20321505696661,1445439680984.1,760778013707.8301,52.63298245623565,,05 Desember
4,Kab. Merauke,82524881660,90281140960,109.4,29959519020,18837108327,62.88,10330492652,10330492652,100,102390970124,103368547154.03,100.95,225205863456,222817289093.03,98.94,47194971000,29916255000,63.39,1220683290000,1220598260295,99.99,243287345000,150359290261,61.8,0,6614865400,0,1511165606000,1407488670956,93.14,0,0,0,254964461000,254964461000,100,0,0,0,192982600000,103122934652,53.44,447947061000,358087395652,79.94,1959112667000,1765576066608,90.12,40227467741,25388068398,63.11,0,0,0,40227467741,25388068398,63.11,1999340134741,1790964135006,89.58,1815150000,1046947686,57.68,0,0,0,108118393000,41250392086,38.15,109933543000,42297339772,38.48,2334479541197,2056078763871.03,88.07,,805504005391,663672253726,82.39,870265549274,697228918967.04,80.12,0,0,0,0,0,0,14993800409,13761840409,91.78,29091362206,27194735520,93.48,1719854717280,1401857748622.04,81.51,4568917880,4565000000,99.91,90944667634,68925493231,75.79,120658931831,91037717061,75.45,110838270937,56289493972,50.79,31914316683,4936431665,15.47,211600000,192323238,90.89,359136704965,225946459167,62.91377518458321,671865030,0,0,0,0,0,324329646300,229910760749,70.89,324329646300,229910760749,70.88798799981917,2403992933575,1857714968538.04,77.27622417655842,,73763392378,73763392378.61,100,4250000000,2225000000,52.35,69513392378,71538392378.61,102.91310772116897,,0,269902187711.59998,,2408242933575,2129842156249.6401,88.43967220067461,2408242933575,1859939968538.04,77.23224026145019,,19 Desember
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Provinsi,159524654688049.47,141542566077737.16,88.72770566689124,14956989189432.67,15034449640043.309,100.51788798955184,6020364641258.561,4553953757389.23,75.64249059235097,12313694676796.809,11725419569835.479,95.22259466064365,192815703195537.53,172856389045005.25,89.64850174558075,45796479790793,38471159715342,84.00462195148087,32085772364000,30794826558333,95.97657868097502,8778696282868,6724710697300,76.60261251347264,14796622873005,13693561825311,92.54518374117362,111464890062360,98717983251829,88.56419559253176,144932558000,167309719500,115.4397064460837,693678915000,693678915000,100,976134243366,976134243366,100,0,0,0,1821235009366,1843612170866,101.22868061424921,163103661656883.56,145135326439258.94,88.9834875348022,0,0,0,339471852000,278597398880,82.06789377046789,541734154853,486602223983,89.82306535851333,172437859821736.56,153865717509823.94,89.22966085805507,544694363949,261234423566.68,47.95981762556652,40000000000,20000000000,50,3794035725705,3133015216801.5503,82.5773778453122,4378730089654,3414249640368.23,77.97351219330393,369632293106928.06,330136356195197.4,89.31480348219867,,113565143132395.88,94847726128610.84,83.51834331599089,117718213225766.31,90502047741236.14,76.88024245463737,288972179536,273211169435,94.54583824425336,7481525601608.03,3952646455202,52.83209155031754,20856229748825.98,18355572680581.992,88.01002339176497,5206900074726,4819141003937,92.55297652683674,265116983962858.25,212750345179003,80.24772385340971,1991442705386.6501,353470031949,17.74944521340732,15794323474243.549,9751154376807.111,61.7383479115691,13749837540057.291,6411817756811.331,46.631952836765045,23831373309448.48,14830747235960.8,62.23202936475683,1564928997192.85,1011508252637.65,64.63604767066626,335794349251,259503016215.9,77.28034042107312,57267700375579.82,32618200670381.79,56.95741309055757,4742585318305.93,474797387969.32,10.011362075799608,46836424804164.33,40791622292055.92,87.09380031165199,13924155396146.09,11255495250346.42,80.83431224461701,60760580200310.414,52047117542402.34,85.65934915502412,387887849857054.44,297890460779756.44,76.79809019270284,,27107523313852.508,23568719796290.184,86.94530858983373,8960861590780,4369184504888.6504,48.75853131560683,18146661723072.508,19199535291401.535,105.80202344870051,,-108895027053.82843,51445430706842.38,,396739816420780.56,353705075991487.6,89.15290609913211,396848711447834.44,302259645284645.06,76.16495570362383,,
,Total Kabupaten,77443512641916.34,67045301421196.164,86.57316685930883,40723539824556.805,33926741856195.008,83.30990381080959,5107508280329.02,4445462343585.803,87.03779024122173,18639631692804.047,15350731228902.389,82.35533556614556,141914192439606.2,120768236849879.44,85.09947791252398,54886608892314.04,48322333063359.875,88.04029623722411,143443500642843,136957619519772,95.47844196913455,26456660665177.707,19421401878791.64,73.40836443638602,23049804860451,17602221593704,76.3660330326961,300783291330970.25,269086375110120.53,89.46187599697096,1646472310194,1538382995000,93.43509668976674,5485201071632,4614576008040,84.12774568840072,306953273000,303296102000,98.80855774422709,36403375130000,30424789731550,83.57683765008083,45977446874826,38804006098908,84.3979140567597,607405690429718.6,542000049289325.44,89.23196766659842,19834378925474.52,15488432136942.36,78.08881838518073,3178981263054.59,1773196207836.2102,55.77875618343211,42734777055797.57,32998156962096.195,77.21616733605853,650140467485516.4,574998206251421.8,88.44214981345264,1644558833836,1470957393723.19,89.44388996361549,8000000000,16000000000,200,7711031772984.23,6005623227694.869,77.88352330145626,9724365740120.23,7866208805257.06,80.89174158478127,801779025665243,703632651906558.4,87.75892476393335,,320906320582355.94,265725532273806.62,82.80470505896814,237407462945874.44,169264029242712.84,71.29684431247331,495641649062.78,359263151028.07996,72.48445559557368,361432624725.3,251470082760.66998,69.57592247014088,26423093307288.41,17962709469277.516,67.98109994306675,4328864821942.281,3119643991757.9604,72.06609862116771,589922815931249.1,456682648211343.94,77.41396601018509,5041731025681.49,1275954168527.2002,25.307858789526154,27592923683047.867,16489060490783.059,59.758294119855684,36630470985731.12,19752078467609.492,53.92253480798441,58344740075365.86,32316672003402.93,55.3891781189845,2711958658596.6797,1202180575557.97,44.32886805804208,506806187469.86,255078149640.16,50.330512126063894,130828630615892.89,71291023855520.8,54.49191321495071,4220574708286.6997,1421370329508.97,33.677174976152976,9588972166818.48,7360938601815.5,76.76462579886476,116174228618057.33,98840496205185.4,85.07953733021156,125763200784875.81,106201434807000.9,84.44555652544477,850735222040304.8,635596477203374.2,74.71143320938721,,55400991108613.23,43275694313696.7,78.11357422984551,5075390641972.83,3710252684569.6997,73.1028002827287,50325600466640.375,39565441629126.99,78.61891614259817,,1369404091578.3699,107601616332310.53,,857180016773856.2,746908346220254.5,87.13552948088686,855810612682277.8,639306729887944.1,74.70189320090714,,
