Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
7,Kab. Pesawaran,108179717778,69590219664.08,64.33,22159914000,16318288685,73.64,3100000000,1200266471.11,38.72,42377152133.61,20149393678.39,47.55,175816783911.61,107258168498.58,61.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042818364800,1008010717306,96.66,0,0,0,0,0,0,87279466866,49789290475,57.05,1130097831666,1057800007781,93.6,0,0,0,0,0,0,10000000000,2132639596,21.33,10000000000,2132639596,21.33,1315914615577.61,1167190815875.58,88.7,,516222342488.57,477991359064,92.59,401465511695,297262662969.49,74.04,0,0,0,0,0,0,38309528739,35590520980,92.9,323675000,126805000,39.18,956321057922.57,810971348013.49,84.8,0,0,0,29198896652,24973390760,85.53,23142093634,14502791328,62.67,59472191271,28537738638,47.99,8548689600,8294217906,97.02,40000000,0,0,120401871157,76308138632,63.37786771809946,5800000000,4792909092,82.64,11286552778,4006771223,35.5,228337238370,210745543086,92.3,239623791148,214752314309,89.62061458094597,1322146720227.5698,1106824710046.49,83.71421213040423,,7232104649.96,7232104649.96,100,1000000000,0,0,6232104649.96,7232104649.96,116.04594364451853,,0.00028324127197265625,67598210479.05009,,1323146720227.57,1174422920525.54,88.75984065648814,1323146720227.5698,1106824710046.49,83.6509430984438,,19 Desember
8,Kab. Pesisir Barat,23000977292,16108183765.85,70.03,1567670380,1048910353,66.91,2429479534,2031236372.24,83.61,28865190427,3821406021.89,13.24,55863317633,23009736512.98,41.19,17273304000,14074993000,81.48,433466846000,422879065495,97.56,13140993000,9811619135,74.66,110063568000,103345802417,93.9,573944711000,550111480047,95.85,15831170000,15831170000,100,0,0,0,0,0,0,93697795000,80677535780,86.1,109528965000,96508705780,88.11,683473676000,646620185827,94.61,187093965214.65,35276728052,18.86,0,0,0,187093965214.65,35276728052,18.86,870567641214.65,681896913879,78.33,0,0,0,0,0,0,17963068040,12778359994,71.14,17963068040,12778359994,71.14,944394026887.65,717685010385.98,75.99,,464569351525,315695455697.28,67.95,210035419596,149168414365.07,71.02,0,0,0,0,0,0,6324186660,5509186660,87.11,2524400000,1111000000,44.01,683453357781,471484056722.35,68.99,1997500000,1953458750,97.8,12026187912,6593819126,54.83,48018374375,16938072234,35.27,41888472085,29099737160,69.47,3923829998,886893200,22.6,580000000,579420000,99.9,108434364370,56051400470,51.691547043833154,9000000000,205600000,2.28,2652939000,0,0,142293566476,121397153541,85.31,144946505476,121397153541,83.75307368903815,945834227627,649138210733.35,68.63128778517252,,1440200739.35,1440200739.35,100,0,0,0,1440200739.35,1440200739.35,100,,2.4318695068359375e-05,69987000391.98001,,945834227627,719125211125.33,76.03078743825338,945834227627,649138210733.35,68.63128778517252,,12 Desember
9,Kab. Pringsewu,62000000000,58118903732.4,93.74,106581332162,75771480061,71.09,2650279838,2650279838.06,100,11084109643.68,7885720563.4,71.14,182315721643.68,144426384194.86,79.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034204137991,972725118987,94.06,0,0,0,0,0,0,75961469140.5,45997140024,60.55,1110165607131.5,1018722259011,91.76,0,0,0,0,0,0,0,0,0,0,0,0,1292481328775.18,1163148643205.86,89.99,,587354502212.52,544090297975,92.63,365360111349.8,294629351700.75,80.64,0,0,0,103914070,92559000,89.07,21773407200,20922632907.24,96.09,1200000000,1200000000,100,975791934832.32,860934841582.99,88.23,0,0,0,23542176701,12062267600,51.24,35063579530,18478839192.53,52.7,77256868753,52483460830,67.93,6699534700,5447511340,81.31,152930000,108598000,71.01,142715089684,88580676962.53,62.06819275990051,1500000000,514000000,34.27,6930333816,5790391285,83.55,188176680336,155811785346,82.8,195107014152,161602176631,82.82745616982395,1315114038668.3198,1111631695176.52,84.52739933505346,,22632709893.14,22632709893.14,100,0,0,0,22632709893.14,22632709893.14,100,,0.0001068115234375,74149657922.48009,,1315114038668.3198,1185781353099,90.16566763287831,1315114038668.3198,1111631695176.52,84.52739933505346,,12 Desember
10,Kab. Tanggamus,52048554470,49046365369.17,94.23,63942505698,43580502950.06,68.16,4017476463,1917276660.61,47.72,10127918981,13328671280.43,131.6,130136455612,107872816260.27,82.89,0,0,0,0,0,0,0,0,0,0,0,0,1214587931000,1053370559352,86.73,0,0,0,0,0,0,0,0,0,257808541000,212712306002,82.51,257808541000,212712306002,82.51,1472396472000,1266082865354,85.99,70791738562,53594289562,75.71,0,0,0,70791738562,53594289562,75.71,1543188210562,1319677154916,85.52,0,0,0,0,0,0,45933761080.45,12828897612,27.93,45933761080.45,12828897612,27.93,1719258427254.45,1440378868788.27,83.78,,725403043624.72,619641593618.58,85.42,460830537984.21,321127960302.59,69.68,3468490878.59,3037186802,87.57,225000000,225000000,100,14562023209,13273924349,91.15,1830000000,1463500000,79.97,1206319095696.52,958769165072.17,79.48,1600000000,0,0,29557860790.25,16171779446.89,54.71,51020401615,24041995730,47.12,25916749750,11150203982,43.02,7794670450,0,0,200000000,195027000,97.51,116089682605.25,51559006158.89,44.41308219801982,10500000000,9670432932,92.1,6947071412.27,6454228562,92.91,362759490598,311480750812,85.86,369706562010.27,317934979374,85.99657459289784,1702615340312.04,1337933583537.06,78.5810835753339,,12249967237.59,12249967237.59,100,28893054180,28893054180,100,-16643086942.41,-16643086942.41,100,,-8.7738037109375e-05,85802198308.79996,,1731508394492.04,1452628836025.86,83.89383734128573,1731508394492.04,1366826637717.06,78.93849328510105,,12 Desember
11,Kab. Tulang Bawang,81154052936,62011109469.75,76.41,6886146368,6786547811.44,98.55,1958054601,1958054601.32,100,93578565731,53260032385.13,56.91,183576819636,124015744267.64,67.56,35697903572,31689187500,88.77,630213091000,625123549445,99.19,35746193000,31625274147,88.47,188145402000,186536565726,99.14,889802589572,874974576818,98.33,7331903000,7331903000,100,0,0,0,0,0,0,133838121000,133024651000,99.39,141170024000,140356554000,99.42,1030972613572,1015331130818,98.48,112527412805,37229364814,33.08,0,0,0,112527412805,37229364814,33.08,1143500026377,1052560495632,92.05,0,0,0,0,0,0,0,0,0,0,0,0,1327076846013,1176576239899.64,88.66,,589216324969,560343248916.87,95.1,379854753579,267447499782.6,70.41,0,0,0,1000000000,432358000,43.24,33374358103,24778239558,74.24,2232600000,752500000,33.71,1005678036651,853753846257.47,84.89,0,0,0,29223340755,22901039301,78.37,25058517653,19543225831.76,77.99,62415351452,51882071740.21,83.12,5139027380,5045766200,98.19,10000000,0,0,121846237240,99372103072.97,81.55533180498402,3200000000,324978613,10.16,8494066722,2894238815,34.07,202256257714,192849444036,95.35,210750324436,195743682851,92.8794218347421,1341474598327,1149194610794.44,85.66652042667381,,15697752314,15697752314,100,1300000000,1000000000,76.92,14397752314,14697752314,102.08365857015255,,0,42079381419.19995,,1342774598327,1192273992213.64,88.79181909600666,1342774598327,1150194610794.44,85.65805550890666,,12 Desember
12,Kab. Tulang Bawang Barat,46019771073,41768780302,90.76,10789351409,8924004715.28,82.71,1739893790,1796157198.74,103.23,17559570200.43,16193711776.49,92.22,76108586472.43,68682653992.51,90.24,0,0,0,0,0,0,0,0,0,0,0,0,736687589189,724825213873,98.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736687589189,724825213873,98.39,0,0,0,0,0,0,120430596498,43477324391,36.1,857118185687,768302538264,89.64,0,0,0,0,0,0,0,0,0,0,0,0,933226772159.43,836985192256.51,89.69,,377499741042.63,340561038508,90.21,235278811489,187598363866.53,79.73,2500000000,2455883912,98.24,0,0,0,22848594264,17370044973,76.02,2014000000,14000000,0.7,640141146795.63,547999331259.53,85.61,568300000,507039600,89.22,11671867624,9432232467,80.81,41859081998,30247123641,72.26,79957994594,61974799385,77.51,4593017418,3940968868,85.8,100000000,0,0,138750261634,106102163961,76.46988388452901,200000000,76323783,38.16,16626988737,7516216090,45.2,151078411298,134752015299,89.19,167705400035,142268231389,84.83223042269881,946796808464.63,796446050392.53,84.12006074292584,,26070036305.2,26057018306.39,99.95,12500000000,12466058328,99.73,13570036305.2,13590959978.39,100.15419025210699,,4.9591064453125e-05,54130101842.36998,,959296808464.63,863042210562.9,89.96612966368698,959296808464.63,808912108720.53,84.32344417107015,,12 Desember
13,Kab. Way Kanan,43319837633,43505145447.67,100.43,49771163110,38174699113.93,76.7,4537071122,4537071122.98,100,5952008878,8570551595.77,143.99,103580080743,94787467280.35,91.51,26730249000,25530819400,95.51,679799894000,676685849809,99.54,267771689000,183646577247,68.58,0,0,0,974301832000,885863246456,90.92,0,0,0,0,0,0,0,0,0,192712913000,182946089720,94.93,192712913000,182946089720,94.93,1167014745000,1068809336176,91.58,89893719967,45820726755,50.97,1500000000,1500000000,100,91393719967,47320726755,51.78,1258408464967,1116130062931,88.69,0,0,0,0,0,0,0,0,0,0,0,0,1361988545710,1210917530211.35,88.91,,641847204074,518039259799,80.71,350695823869.37,271880049017.94,77.53,0,0,0,3500000000,3500000000,100,28888471292,19980396807,69.16,0,0,0,1024931499235.37,813399705623.94,79.36,0,0,0,33357342500,30960107855,92.81,33394400089,21622263119,64.75,28677545918,19457438260,67.85,349100000,290490485,83.21,1386674050,312621985,22.54,97165062557,72642921704,74.76238865321106,2000000000,85000000,4.25,5279885226.63,2041466928,38.66,299919513000,274547436499,91.54,305199398226.63,276588903427,90.62563852816483,1429295960019,1162716530754.94,81.3488992678244,,70643412464,70643412464.41,100,2500000000,1500000000,60,68143412464,69143412464.41,101.46749328255069,,835998155,117344411920.82016,,1432631958174,1281560942675.76,89.45500170952548,1431795960019,1164216530754.94,81.31162283343018,,12 Desember
14,Kota Bandar Lampung,1030700000000,747394090537.7,72.51,63764598250,26350059985,41.32,14365985100,6795118772.41,47.3,396631531346,132276913580.24,33.35,1505462114696,912816182875.35,60.63,0,0,0,0,0,0,0,0,0,0,0,0,1615204483000,1499946982429,92.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615204483000,1499946982429,92.86,0,0,0,0,0,0,195241313900,92262133371,47.26,1810445796900,1592209115800,87.95,0,0,0,0,0,0,0,0,0,0,0,0,3315907911596,2505025298675.35,75.55,,1241851462034.1,830000802101.5,66.84,1486844822005,991405429756.17,66.68,10000000000,6124197088,61.24,3683121125,1007600000,27.36,114973556165,42245914490,36.74,11911470887,2675277417,22.46,2869264432216.1,1873459220852.67,65.29,0,0,0,83086540582,54259320894,65.3,124614894469,70905755234,56.9,74506692464,54474786787,73.11,12500063939,5006252700,40.05,90000000,89000000,98.89,294798191454,184735115615,62.664941973982856,84660800000,36806655955,43.48,0,0,0,0,0,0,0,0,0,3248723423670.1,2095000992422.67,64.48689898187567,,28815512074.1,7912500000,27.46,96000000000,72090159033,75.09,-67184487925.9,-64177659033,95.5245191476099,,-9.918212890625e-05,345846647219.6802,,3344723423670.1,2512937798675.35,75.13140790331633,3344723423670.1,2167091151455.67,64.79134077632533,,12 Desember
15,Kota Metro,72218920000,65268633957.74,90.38,286211337333,237578139070.76,83.01,6733816465,4268529100.12,63.39,18012853296,12257083560.74,68.05,383176927094,319372385689.36,83.35,0,0,0,0,0,0,0,0,0,0,0,0,657561699000,622788828961,94.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657561699000,622788828961,94.71,0,0,0,0,0,0,60585916386,37302182832,61.57,718147615386,660091011793,91.92,0,0,0,0,0,0,0,0,0,0,0,0,1101324542480,979463397482.36,88.94,,390685880391,326454380811,83.56,527026964998,440932090114.04,83.66,0,0,0,0,0,0,46999186700,28381198938,60.39,403073000,287850000,71.41,965115105089,796055519863.04,82.48,0,0,0,57031780645,42011640535,73.66,33980810782,12805034013,37.68,63223122442,25151038321,39.78,2051407050,536126900,26.13,695000000,391500000,56.33,156982120919,80895339769,51.53156250879077,1300000000,480382478,36.95,0,0,0,1950000000,1641970294,84.2,1950000000,1641970294,84.20360482051282,1125347226008,879073212404.04,78.11573104617852,,0,26022683528.5,0,0,2000000000,0,0,24022683528.5,0,,-24022683528,124412868606.81995,,1101324542480,1005486081010.86,91.2978910600387,1125347226008,881073212404.04,78.29345397060379,,12 Desember
XI,Prov. DKI Jakarta,48000000000000,42714954906910,88.99,1396295297541,1270900854849,91.02,774000000000,484020829591,62.53,4028903045464,4547010403770,112.86,54199198343005,49016886995120,90.44,26330617720361,22005400831025,83.57,348572105000,266277900531,76.39,3371661809000,1884882047449,55.9,0,0,0,30050851634361,24156560779005,80.39,31797533000,31797533000,100,0,0,0,0,0,0,0,0,0,31797533000,31797533000,100,30082649167361,24188358312005,80.41,0,0,0,0,0,0,0,0,0,30082649167361,24188358312005,80.41,172576868000,12794184000,7.41,0,0,0,0,0,0,172576868000,12794184000,7.41,84454424378366,73218039491125,86.7,,21494737417693,16916370429416,78.7,31382423238857,25933971375452,82.64,143000000000,131737486571,92.12,7011138070237,3601732363666,51.37,3014479982073,2543983037337,84.39,4355658226574,4236052418468,97.25,67401436935434,53363847110910,79.17,1160296526916,96002376464,8.27,3792579523139,2308023844431,60.86,4322655246961,1734829513491,40.13,5652339335329,3070599791578,54.32,169044104138,48003189614,28.4,156324877024,132945379478,85.04,15253239613507,7390404095056,48.45137349387518,2956599618521,0,0,0,0,0,367899671520,362640348000,98.57,367899671520,362640348000,98.57044625827722,85979175838982,61116891553966,71.08336519580394,,7408465084046,5091178945334,68.72,5883713623430,1621554795588,27.56,1524751460616,3469624149746,227.5534235818519,,0,15570772086905,,91862889462412,78309218436459,85.24576017010784,91862889462412,62738446349554,68.29574675552199,,19 Desember
XII,Prov. Jawa Barat,17691848216117,16060479725262,90.78,855125149196,791932422837,92.61,368060136003,371969489083,101.06,457175200899,454911033512,99.5,19372208702215,17679292670694,91.26,2703170866000,2110056199200,78.06,3996117553000,3925829728550,98.24,153640882000,150972931831,98.26,4829397010000,4707886433854,97.48,11682326311000,10894745293435,93.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11682326311000,10894745293435,93.26,0,0,0,0,0,0,0,0,0,11682326311000,10894745293435,93.26,23194776000,23200792000,100.03,0,0,0,0,0,0,23194776000,23200792000,100.03,31077729789215,28597238756129,92.02,,8692999040451.6,8375115714202,96.34,7825019201905.28,6706352490030,85.7,0,0,0,114490206871,94299129038,82.36,3078870672475,3044859453356,98.9,34076750000,33190645979,97.4,19745455871702.9,18253817432605,92.45,85527645699.25,37536901311,43.89,1244370421779.35,787533341493,63.29,1225218845382.48,525712170713,42.91,2359758841004.2,1560414892720,66.13,181537697758.85,180887064762,99.64,99454500000,94108040000,94.62,5195867951624.13,3186192410999,61.32165868462952,88382241449,31307258140,35.42,5833280488886,5263604291475,90.23,1354184037916,1277687802329,94.35,7187464526802,6541292093804,91.00973047465587,32217170591578.027,28012609195548,86.94931516695897,,1756246837507,1756246837507,100,616806035144,616806035144,100,1139440802363,1139440802363,100,,-0.02734375,1724070362944,,32833976626722,30353485593636,92.44535299124492,32833976626722.027,28629415230692,87.19448014527691,,19 Desember
1,Kab. Bandung,1476075067773,973966630074,65.98,623659990049,565307247940.08,90.64,83241073357,82642583246,99.28,49085929207,43670869577,88.97,2232062060386,1665587330837.08,74.62,517819281000,560919868400,108.32,2580376917000,2566924136847,99.48,1118268391200,1002034399519,89.61,0,0,0,4216464589200,4129878404766,97.95,13432133000,10177469500,75.77,0,0,0,0,0,0,396180329000,309551119614,78.13,409612462000,319728589114,78.06,4626077051200,4449606993880,96.19,404285201249,334307807421,82.69,41277273080,41227272800,99.88,445562474329,375535080221,84.28,5071639525529,4825142074101,95.14,0,0,0,0,0,0,35000000000,36748546683,105,35000000000,36748546683,105,7338701585915,6527477951621.08,88.95,,2876029855259.76,2448373611204,85.13,2202187984142.29,1784473788777,81.03,0,0,0,7423348640,4582954955,61.74,450945841102.2,365961077583,81.15,28987856300,26621029810,91.84,5565574885444.25,4630012462329,83.19,78304957517.42,63658767654,81.3,287476394911.91,212534005639,73.93,239261329400.96,132478161479,55.37,323492925020.16,188121979776,58.15,47340832180,34096571900,72.02,340770000,0,0,976217209030.45,630889486448,64.62593371761811,31485479187.91,12938776430,41.09,153975976124.3,135253135274,87.84,810479545089.7,705978741943,87.11,964455521214,841231877217,87.22350162484493,7537733094876.61,6115072602424,81.12614927398278,,209206508961.61,209258889471.61,100.03,10175000000,10175000000,100,199031508961.61,199083889471.61,100.02631769726977,,-0.0003662109375,611489238668.6901,,7547908094876.61,6736736841092.69,89.25303218338696,7547908094876.61,6125247602424,81.1515922747087,,12 Desember
2,Kab. Bandung Barat,771086897175,580191678841,75.24,224648918659,141538083332,63,1253070525,1136835358,90.72,14642836786,13538385656,92.46,1011631723145,736404983187,72.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204854414000,1842158024930,83.55,0,0,0,0,0,0,227173033733,211656340811,93.17,2432027447733,2053814365741,84.45,0,0,0,0,0,0,0,0,0,0,0,0,3443659170878,2790219348928,81.02,,1377097770000.6,1153566921537,83.77,1182427995625.73,784885943552,66.38,0,0,0,0,0,0,70294060000,35677340000,50.75,5655000000,5655000000,100,2635474825626.33,1979785205089,75.12,12946113825,53800300,0.42,137303548092,56935059687,41.47,74099889035.67,32273497541,43.55,79770264700,50024516549,62.71,22692940410,6393107300,28.17,1843490964,541584090,29.38,328656247026.67,146221565467,44.49073060069792,42993129198,0,0,84422871559,67847828629,80.37,430343061908,361672066117,84.04,514765933467,429519894746,83.43984456258411,3521890135318,2555526665302,72.56122613464929,,78230964440,78230964440,100,0,0,0,78230964440,78230964440,100,,0,312923648066,,3521890135318,2868450313368,81.44633146283539,3521890135318,2555526665302,72.56122613464929,,19 Desember
3,Kab. Bekasi,3710547650722,3173418310117,85.52,464538857646,337726628517,72.7,9951365986,8114980194,81.55,16250000000,119773621365,737.07,4201287874354,3639033540193,86.62,621999074000,539445090600,86.73,1528206893000,1528152460950,100,75914761273,75762697018,99.8,744019034341,752004125896,101.07,2970139762614,2895364374464,97.48,0,0,0,0,0,0,0,0,0,284967870000,279516548520,98.09,284967870000,279516548520,98.09,3255107632614,3174880922984,97.54,469369993010,434265482875,92.52,9402075000,4142728800,44.06,478772068010,438408211675,91.57,3733879700624,3613289134659,96.77,0,0,0,0,0,0,0,0,0,0,0,0,7935167574978,7252322674852,91.39,,3373594824255,2558631425780,75.84,2345074968974.93,1818507897549,77.55,0,0,0,0,0,0,163147165640,142211507182,87.17,40527323520,34836000000,85.96,5922344282389.93,4554186830511,76.9,53521149705,34134900,0.06,301871016759,216443929077,71.7,277567572150.07,244936049377,88.24,681735263744,592268877972,86.88,52580727106,39457170118,75.04,2861572070,1694109131,59.2,1370137301534.07,1094834270575,79.90690198341233,35512067798,9820340785,27.65,1005346345000,873781151800,86.91,0,0,0,1005346345000,873781151800,86.91344591301021,8333339996722,6532622593671,78.39140844176129,,398172421744,398167421744,100,0,0,0,398172421744,398167421744,99.9987442626041,,0,1117867502925,,8333339996722,7650490096596,91.80580775061853,8333339996722,6532622593671,78.39140844176129,,19 Desember
4,Kab. Bogor,4024905964409,3925345145289,97.53,1227753810171,1043528698928,84.99,78467664363,79190177537,100.92,550424939629,108197595936.68,19.66,5881552378572,5156261617690.68,87.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660699358000,5281541218185,93.3,0,0,0,0,0,0,641555117620,559239680881,87.17,6302254475620,5840780899066,92.68,0,0,0,0,0,0,21390863946,24918806084,116.49,21390863946,24918806084,116.49,12205197718138,11021961322840.7,90.31,,3497571751431,2988341319133,85.44,4320912049692,3517609673574.8,81.41,0,0,0,0,0,0,610866013978,441822332470,72.33,71893449788,48611000000,67.62,8501243264889,6996384325177.8,82.3,43071775675,1692303012,3.93,897947743289,559909359073,62.35,607249398453,337447714368,55.57,501143205722,123883691463,24.72,86198861324,75880818635,88.03,2638821175,1888549633,71.57,2138249805638,1100702436184,51.47679346359525,84633181707,78637801623,92.92,279809416776,279809416666,100,1445918607968,1401588832901,96.93,1725728024744,1681398249567,97.43124208789644,12449854276978,9857122812551.8,79.17460392110274,,333824558840,333824558840.33,100,89168000000,89168000000,100,244656558840,244656558840.33002,100.00000000013489,,0,1409495069129.2285,,12539022276978,11355785881681.03,90.56356732478714,12539022276978,9946290812551.8,79.32269831606786,,19 Desember
5,Kab. Ciamis,143616041050,127796322007,88.98,214915944650,166286380428,77.37,3165957483,3165903484,100,17737648000,20820777624,117.38,379435591183,318069383543,83.83,0,0,0,0,0,0,0,0,0,0,0,0,1742650884000,1694251089120,97.22,0,0,0,0,0,0,0,0,0,0,0,0,285287622000,283941519920,99.53,2027938506000,1978192609040,97.55,0,0,0,0,0,0,142658477814,119246207721,83.59,2170596983814,2097438816761,96.63,0,0,0,0,0,0,0,0,0,0,0,0,2550032574997,2415508200304,94.72,,1266588751466,1156367799347,91.3,676410933259,501829050857,74.19,4498666667,3141111111,69.82,0,0,0,67591800000,45210401200,66.89,6623000000,1145000000,17.29,2021713151392,1707693362515,84.47,4500000000,42000000,0.93,83312126042,63084265708,75.72,78965669555,62800218593,79.53,48004586770,18459875870,38.45,13705263638,5589350148,40.78,52500000,51183500,97.49,228540146005,150026893819,65.64575040383396,8000000000,817548800,10.22,13555658727,4127005242,30.44,480246060150,473424146084,98.58,493801718877,477551151326,96.70909052565534,2752055016274,2336088956460,84.88525638643753,,272022441277,81911691852,30.11,70000000000,60000000000,85.71,202022441277,21911691852,10.846167244339016,,0,101330935696,,2822055016274,2497419892156,88.49649910274887,2822055016274,2396088956460,84.90582014320864,,19 Desember
6,Kab. Cianjur,419430439336,377933979304,90.11,557342507003,393458543148,70.6,8748383573,8748383573,100,168499170934,145385974914.64,86.28,1154020500846,925526880939.64,80.2,140403509000,125427885160,89.33,1873176232000,1873074455750,99.99,37076770000,36359592091,98.07,911125002000,813273527178,89.26,2961781513000,2848135460179,96.16,14200362000,14200362000,100,0,0,0,0,0,0,443232501000,437229508336,98.65,457432863000,451429870336,98.69,3419214376000,3299565330515,96.5,228809530333,194414092225,84.97,70775989600,69745989600,98.54,299585519933,264160081825,88.18,3718799895933,3563725412340,95.83,0,0,0,0,0,0,0,0,0,0,0,0,4872820396779,4489252293279.64,92.13,,1845849376792.12,1590355185546,86.16,1734288274201.71,1374623623086.4,79.26,0,0,0,2096186000,2034990000,97.08,197302623000,168976976994,85.64,2795000000,2658300000,95.11,3782331459993.83,3138649075626.4,82.98,21541747724,18774431380,87.15,127915398813,102296852177,79.97,93094891314,52848369325,56.77,216357882060,144025878531,66.57,33412689725,28180286798,84.34,0,0,0,492322609636,346125818211,70.30467653454085,37011390309.78,28838080121,77.92,32023582372,30548328576,95.39,703601511500,697488456744,99.13,735625093872,728036785320,98.96845436415735,5047290553811.609,4241649759278.4,84.03815302598726,,181770157032.61,181770157032.61,100,7300000000,7300000000,100,174470157032.61,174470157032.61,100,,0.0006103515625,422072691033.84973,,5054590553811.61,4671022450312.25,92.41149012138845,5054590553811.609,4248949759278.4,84.06120563166715,,19 Desember
7,Kab. Cirebon,567949082583,506362290845,89.16,417421928532,340322542292.53,81.53,16079662741,15111908406,93.98,32648826695,30105465833,92.21,1034099500551,891902207376.53,86.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237420777000,3109846334955,96.06,0,0,0,0,0,0,297012910949,269350761942,90.69,3534433687949,3379197096897,95.61,13439040000,11863078000,88.27,0,0,0,0,0,0,13439040000,11863078000,88.27,4581972228500,4282962382273.53,93.47,,2084256509755,1779761723049,85.39,1265240847177,1086895694333,85.9,0,0,0,0,0,0,148640514999,131694389545,88.6,11242665900,10947791428,97.38,3509380537831,3009299598355,85.75,180000000,0,0,163152176905,128039780091,78.48,75002456169,58320445217,77.76,194307366700,121935052722,62.75,1646878330,1643825330,99.81,716714000,661677950,92.32,435005592104,310600781310,71.40156056562657,6894199999.49,319120000,4.63,30050503864,19226923169,63.98,681195704500,623524634290,91.53,711246208364,642751557459,90.36976927264743,4662526538298.49,3962971057124,84.99621448954194,,80554309798.49,80554309798.49,100,0,0,0,80554309798.49,80554309798.49,100,,-0.0002288818359375,400545634948.0198,,4662526538298.49,4363516692072.02,93.58695669031863,4662526538298.49,3962971057124,84.99621448954194,,19 Desember
